COREF	start_token	end_token	prop	cat	text	book	page
5	20	20	PROP	PER	Ben	mdp.39015041788319	020
-1	20	26	NOM	PER	Ben 's Town.24 Medicine Woman Emma Baker	mdp.39015041788319	020
6	25	26	PROP	PER	Emma Baker	mdp.39015041788319	020
-1	28	29	NOM	PER	the Tribe	mdp.39015041788319	020
4	33	34	PROP	PER	John Uncas	mdp.39015041788319	020
5	36	37	PROP	PER	Ben Uncas	mdp.39015041788319	020
-1	41	44	NOM	PER	Mamohet the rightful heir	mdp.39015041788319	020
0	47	47	PROP	GPE	England	mdp.39015041788319	020
7	54	54	PROP	PER	Sachemship	mdp.39015041788319	020
4	57	59	PROP	PER	old John Uncas	mdp.39015041788319	020
-1	61	63	NOM	PER	grandson of Uncas	mdp.39015041788319	020
4	63	63	PROP	PER	Uncas	mdp.39015041788319	020
-1	65	66	NOM	PER	The Governors	mdp.39015041788319	020
5	71	72	PROP	PER	Ben Uncas	mdp.39015041788319	020
-1	83	84	NOM	PER	the tribe	mdp.39015041788319	020
5	87	88	PROP	PER	Ben Uncas	mdp.39015041788319	020
8	90	90	PROP	PER	Sachem	mdp.39015041788319	020
5	95	95	PROP	PER	Ben	mdp.39015041788319	020
8	97	98	PROP	PER	Chief Sachem	mdp.39015041788319	020
-1	105	108	NOM	PER	77 of the Tribe	mdp.39015041788319	020
-1	107	108	NOM	PER	the Tribe	mdp.39015041788319	020
4	113	114	PROP	PER	John Uncas	mdp.39015041788319	020
5	121	122	PROP	PER	Ben Uncas	mdp.39015041788319	020
-1	125	125	PRON	PER	he	mdp.39015041788319	020
5	127	128	PROP	PER	Ben Uncas	mdp.39015041788319	020
-1	136	136	PRON	PER	his	mdp.39015041788319	020
-1	136	137	NOM	PER	his son	mdp.39015041788319	020
9	138	138	PROP	PER	Isaiah	mdp.39015041788319	020
9	144	144	PROP	PER	Isaiah	mdp.39015041788319	020
10	148	149	PROP	PER	Samson Occum	mdp.39015041788319	020
1	153	154	PROP	GPE	ONEIDAThe colony	mdp.39015041788319	020
2	158	159	PROP	GPE	Mohegan land	mdp.39015041788319	020
10	163	164	PROP	PER	Samson Occum	mdp.39015041788319	020
-1	169	169	NOM	PER	Natives	mdp.39015041788319	020
-1	172	172	PRON	LOC	its	mdp.39015041788319	020
-1	176	176	PRON	PER	He	mdp.39015041788319	020
3	183	185	PROP	GPE	Upstate New York	mdp.39015041788319	020
10	187	187	PROP	PER	Occum	mdp.39015041788319	020
-1	196	196	PRON	PER	he	mdp.39015041788319	020
-1	0	0	PRON	PER	She	mdp.39015046352020	141
-1	11	11	PRON	PER	they	mdp.39015046352020	141
-1	13	13	PRON	PER	her	mdp.39015046352020	141
1	16	16	PROP	PER	Ella	mdp.39015046352020	141
-1	19	19	NOM	FAC	downstairs	mdp.39015046352020	141
-1	22	23	NOM	PER	the matron	mdp.39015046352020	141
-1	25	25	PRON	PER	She	mdp.39015046352020	141
-1	29	31	NOM	PER	Everyone of them	mdp.39015046352020	141
-1	31	31	PRON	PER	them	mdp.39015046352020	141
2	35	36	PROP	PER	Little Helen	mdp.39015046352020	141
-1	42	49	NOM	PER	another Helen in school known as Big Helen	mdp.39015046352020	141
3	48	49	PROP	PER	Big Helen	mdp.39015046352020	141
-1	52	53	NOM	PER	The matron	mdp.39015046352020	141
-1	59	59	PRON	PER	us	mdp.39015046352020	141
2	75	76	PROP	PER	Little Helen	mdp.39015046352020	141
-1	78	78	PRON	PER	They	mdp.39015046352020	141
1	94	94	PROP	PER	Ella	mdp.39015046352020	141
0	96	96	PRON	PER	I	mdp.39015046352020	141
-1	100	101	NOM	FAC	the yards	mdp.39015046352020	141
0	103	103	PRON	PER	I	mdp.39015046352020	141
1	105	105	PROP	PER	Ella	mdp.39015046352020	141
-1	111	111	PRON	PER	she	mdp.39015046352020	141
-1	114	115	NOM	PER	a witch	mdp.39015046352020	141
-1	117	119	NOM	PER	The poor girl	mdp.39015046352020	141
-1	121	122	NOM	PER	no friends	mdp.39015046352020	141
0	126	126	PRON	PER	me	mdp.39015046352020	141
-1	132	132	PRON	PER	her	mdp.39015046352020	141
0	134	134	PRON	PER	I	mdp.39015046352020	141
-1	138	138	PRON	PER	her	mdp.39015046352020	141
-1	138	139	NOM	PER	her friend	mdp.39015046352020	141
-1	143	143	PRON	PER	they	mdp.39015046352020	141
-1	145	145	PRON	PER	her	mdp.39015046352020	141
1	147	148	PROP	PER	Ella Ghost	mdp.39015046352020	141
-1	155	155	PRON	PER	her	mdp.39015046352020	141
0	158	158	PRON	PER	I	mdp.39015046352020	141
1	163	163	PROP	PER	Ella	mdp.39015046352020	141
-1	4	4	PRON	PER	her	pst.000032468786	112
-1	7	7	PRON	PER	She	pst.000032468786	112
0	11	13	PROP	PER	Mrs. Carlos Montezuma	pst.000032468786	112
-1	21	21	PRON	PER	she	pst.000032468786	112
0	0	1	PROP	PER	Little Jim	uc1.32106011563233	018
-1	8	9	NOM	LOC	the river	uc1.32106011563233	018
-1	11	11	PRON	PER	his	uc1.32106011563233	018
-1	16	16	PRON	PER	he	uc1.32106011563233	018
1	23	23	PROP	PER	Clem	uc1.32106011563233	018
-1	33	33	PRON	PER	his	uc1.32106011563233	018
-1	42	42	PRON	PER	They	uc1.32106011563233	018
6	0	0	PROP	PER	Manzanita	uva.x000083545	095
-1	28	35	NOM	LOC	the east side of the Santa Cruz River	uva.x000083545	095
0	32	35	PROP	LOC	the Santa Cruz River	uva.x000083545	095
1	38	38	PROP	GPE	Sahuarita	uva.x000083545	095
2	40	41	PROP	GPE	San Xavier	uva.x000083545	095
-1	43	45	NOM	LOC	south of Tucson	uva.x000083545	095
3	45	45	PROP	GPE	Tucson	uva.x000083545	095
-1	62	63	NOM	FAC	the camp	uva.x000083545	095
-1	75	89	NOM	LOC	a high cliff which fell on top of the main line at Siskiyou , Oregon	uva.x000083545	095
4	87	87	PROP	GPE	Siskiyou	uva.x000083545	095
5	89	89	PROP	GPE	Oregon	uva.x000083545	095
-1	91	91	PRON	PER	We	uva.x000083545	095
7	93	93	PROP	PER	Weed	uva.x000083545	095
4	100	100	PROP	PER	Siskiyou	uva.x000083545	095
-1	107	107	PRON	PER	we	uva.x000083545	095
-1	112	114	NOM	FAC	the Siskiyou tunnel	uva.x000083545	095
-1	116	118	NOM	FAC	the regular camp	uva.x000083545	095
-1	122	124	NOM	FAC	a side track	uva.x000083545	095
-1	0	0	PRON	PER	You	uva.x000083545	059
0	10	10	PRON	PER	My	uva.x000083545	059
-1	10	11	NOM	PER	My father	uva.x000083545	059
0	13	13	PRON	PER	me	uva.x000083545	059
-1	15	16	NOM	PER	the Indians	uva.x000083545	059
1	18	18	PROP	PER	God	uva.x000083545	059
-1	24	26	NOM	PER	the white man	uva.x000083545	059
2	28	29	PROP	PER	the Yaquis	uva.x000083545	059
1	31	31	PROP	PER	God	uva.x000083545	059
0	0	1	PROP	FAC	Graveyard Hill	uc1.32106011563233	020
-1	10	10	PRON	PER	He	uc1.32106011563233	020
1	12	13	PROP	PER	Mary Joe	uc1.32106011563233	020
-1	15	16	NOM	PER	the family	uc1.32106011563233	020
-1	24	24	PRON	PER	he	uc1.32106011563233	020
-1	35	35	PRON	PER	his	uc1.32106011563233	020
1	0	0	PROP	PER	Cricket	uva.x000083545	066
-1	4	4	PRON	PER	I	uva.x000083545	066
2	14	14	PROP	PER	Lion	uva.x000083545	066
-1	18	18	PRON	PER	I	uva.x000083545	066
-1	26	26	PRON	PER	My	uva.x000083545	066
-1	29	29	PRON	PER	me	uva.x000083545	066
-1	33	33	NOM	PER	one	uva.x000083545	066
-1	37	37	PRON	PER	I	uva.x000083545	066
0	42	42	PRON	PER	I	uva.x000083545	066
0	46	46	PRON	PER	my	uva.x000083545	066
3	52	52	PROP	PER	God	uva.x000083545	066
-1	52	54	NOM	GPE	God 's kingdom	uva.x000083545	066
2	58	59	PROP	PER	King Lion	uva.x000083545	066
-1	62	62	PRON	PER	he	uva.x000083545	066
1	67	68	PROP	PER	King Cricket	uva.x000083545	066
1	70	70	PROP	PER	Cricket	uva.x000083545	066
2	82	82	PROP	PER	Lion	uva.x000083545	066
-1	84	84	PRON	PER	him	uva.x000083545	066
-1	86	86	PRON	PER	he	uva.x000083545	066
-1	3	3	PRON	PER	she	uva.x000083545	092
0	7	7	PRON	PER	I	uva.x000083545	092
1	10	10	PROP	GPE	California	uva.x000083545	092
0	20	20	PRON	PER	I	uva.x000083545	092
0	30	30	PRON	PER	my	uva.x000083545	092
-1	30	31	NOM	PER	my brother	uva.x000083545	092
2	32	32	PROP	PER	Encarnación	uva.x000083545	092
-1	0	2	NOM	PER	Several of them	uc1.32106011563233	016
-1	2	2	PRON	PER	them	uc1.32106011563233	016
-1	9	10	NOM	FAC	the barracks	uc1.32106011563233	016
-1	14	22	NOM	VEH	the huge long silent 1500horsepower Fairbanks - Morse engine	uc1.32106011563233	016
4	40	40	PROP	PER	Nulato	uc1.32106011563233	016
5	45	46	PROP	PER	Neither Westcott	uc1.32106011563233	016
6	48	48	PROP	PER	Franze	uc1.32106011563233	016
-1	51	51	PRON	PER	them	uc1.32106011563233	016
7	53	53	PROP	PER	Clem	uc1.32106011563233	016
-1	56	56	PRON	PER	They	uc1.32106011563233	016
-1	61	63	NOM	LOC	the hills hunting	uc1.32106011563233	016
6	67	68	PROP	PER	young Franze	uc1.32106011563233	016
-1	74	74	PRON	PER	he	uc1.32106011563233	016
-1	79	79	PRON	PER	himself	uc1.32106011563233	016
-1	81	81	PRON	PER	He	uc1.32106011563233	016
-1	90	90	PRON	PER	he	uc1.32106011563233	016
-1	95	96	NOM	VEH	a canoe	uc1.32106011563233	016
1	98	99	PROP	LOC	Four Mile	uc1.32106011563233	016
-1	106	106	PRON	PER	he	uc1.32106011563233	016
-1	111	112	NOM	PER	The boy	uc1.32106011563233	016
-1	115	117	NOM	PER	a strong swimmer	uc1.32106011563233	016
7	120	120	PROP	PER	Clem	uc1.32106011563233	016
-1	122	122	PRON	PER	him	uc1.32106011563233	016
-1	123	123	NOM	PER	newcomers	uc1.32106011563233	016
-1	127	128	NOM	PER	the natives	uc1.32106011563233	016
-1	130	130	PRON	PER	them	uc1.32106011563233	016
-1	137	138	NOM	LOC	this river	uc1.32106011563233	016
-1	141	141	PRON	PER	they	uc1.32106011563233	016
6	149	149	PROP	PER	Franze	uc1.32106011563233	016
-1	151	151	PRON	PER	his	uc1.32106011563233	016
7	162	162	PROP	PER	Clem	uc1.32106011563233	016
-1	169	169	PRON	PER	him	uc1.32106011563233	016
5	171	171	PROP	PER	Westcott	uc1.32106011563233	016
-1	181	182	NOM	PER	the boy	uc1.32106011563233	016
-1	189	189	PRON	PER	him	uc1.32106011563233	016
-1	194	194	PRON	PER	him	uc1.32106011563233	016
0	195	195	PRON	PER	I	uc1.32106011563233	016
0	197	197	PRON	PER	my	uc1.32106011563233	016
-1	197	200	NOM	PER	my mother 's boy	uc1.32106011563233	016
8	210	210	PROP	PER	Ma	uc1.32106011563233	016
-1	213	213	PRON	PER	her	uc1.32106011563233	016
0	215	215	PRON	PER	I	uc1.32106011563233	016
-1	219	222	NOM	PER	a man as Pa	uc1.32106011563233	016
9	222	222	PROP	PER	Pa	uc1.32106011563233	016
0	226	226	PRON	PER	my	uc1.32106011563233	016
-1	226	227	NOM	PER	my brother	uc1.32106011563233	016
10	228	228	PROP	PER	Jass	uc1.32106011563233	016
7	235	235	PROP	PER	Clem	uc1.32106011563233	016
-1	238	241	NOM	FAC	the small stations downriver	uc1.32106011563233	016
11	243	244	PROP	PER	St. Michael	uc1.32106011563233	016
12	247	247	PROP	PER	Iditarod	uc1.32106011563233	016
2	249	251	PROP	LOC	Old Woman Mountain	uc1.32106011563233	016
-1	259	259	PRON	PER	he	uc1.32106011563233	016
-1	262	264	NOM	FAC	the main barracks	uc1.32106011563233	016
-1	267	267	PRON	PER	his	uc1.32106011563233	016
-1	272	272	PRON	PER	We	uc1.32106011563233	016
7	278	278	PROP	PER	Clem	uc1.32106011563233	016
-1	280	280	PRON	PER	him	uc1.32106011563233	016
13	282	282	PROP	PER	Jim	uc1.32106011563233	016
-1	285	285	PRON	PER	they	uc1.32106011563233	016
-1	299	300	NOM	LOC	the hill	uc1.32106011563233	016
-1	307	308	NOM	GPE	the village	uc1.32106011563233	016
14	327	327	PROP	PER	Gannon	uc1.32106011563233	016
-1	331	332	NOM	LOC	the river	uc1.32106011563233	016
-1	335	339	NOM	LOC	the bend of Graveyard Hill	uc1.32106011563233	016
3	338	339	PROP	FAC	Graveyard Hill	uc1.32106011563233	016
-1	347	347	PRON	FAC	It	uc1.32106011563233	016
-1	2	2	PRON	PER	she	mdp.39076001498182	056
0	5	5	PRON	PER	I	mdp.39076001498182	056
-1	11	11	PRON	PER	she	mdp.39076001498182	056
0	15	15	PRON	PER	I	mdp.39076001498182	056
-1	17	17	PRON	PER	she	mdp.39076001498182	056
-1	26	26	PRON	PER	she	mdp.39076001498182	056
-1	28	29	NOM	PER	a lover	mdp.39076001498182	056
-1	32	32	PRON	PER	she	mdp.39076001498182	056
0	5	5	PROP	PER	Guwist	inu.39000000903711	122
0	2	2	PROP	GPE	Connecticut	mdp.39015041788319	045
-1	7	8	NOM	PER	a paymaster	mdp.39015041788319	045
-1	10	12	NOM	GPE	a local industry	mdp.39015041788319	045
-1	14	14	PRON	PER	he	mdp.39015041788319	045
10	16	17	PROP	PER	Ida Page	mdp.39015041788319	045
1	19	20	PROP	GPE	New London	mdp.39015041788319	045
-1	25	25	PRON	PER	Their	mdp.39015041788319	045
-1	25	26	NOM	PER	Their son	mdp.39015041788319	045
11	27	27	PROP	PER	Paul	mdp.39015041788319	045
12	37	42	PROP	PER	Curtis Candy Company Ralph W. Sturges	mdp.39015041788319	045
-1	53	53	PRON	PER	he	mdp.39015041788319	045
-1	56	59	NOM	ORG	the George Greer company	mdp.39015041788319	045
-1	62	62	PRON	PER	he	mdp.39015041788319	045
-1	65	66	NOM	PER	a salesperson	mdp.39015041788319	045
-1	68	68	PRON	PER	His	mdp.39015041788319	045
2	83	84	PROP	GPE	Connecticut State	mdp.39015041788319	045
13	88	92	PROP	PER	the late Governor Ella Grasso	mdp.39015041788319	045
14	102	102	PROP	PER	Uncas	mdp.39015041788319	045
3	106	108	PROP	FAC	Uncas Elementary School	mdp.39015041788319	045
4	110	110	PROP	GPE	Norwich	mdp.39015041788319	045
0	112	112	PROP	GPE	Connecticut	mdp.39015041788319	045
12	114	114	PROP	PER	Ralph	mdp.39015041788319	045
-1	123	126	NOM	PER	Tribal member Michael Cooney	mdp.39015041788319	045
15	125	126	PROP	PER	Michael Cooney	mdp.39015041788319	045
5	129	131	PROP	FAC	Montville High School	mdp.39015041788319	045
14	140	141	PROP	PER	Samuel Uncas	mdp.39015041788319	045
-1	147	147	PRON	PER	He	mdp.39015041788319	045
1	153	154	PROP	GPE	New London	mdp.39015041788319	045
6	163	170	PROP	FAC	the United States Coast Guard Academy in Groton	mdp.39015041788319	045
7	170	170	PROP	GPE	Groton	mdp.39015041788319	045
16	174	175	PROP	PER	Admiral Clark	mdp.39015041788319	045
12	184	184	PROP	PER	Ralph	mdp.39015041788319	045
-1	187	193	NOM	PER	a member of the Mohegan Tribal Council	mdp.39015041788319	045
-1	190	193	NOM	PER	the Mohegan Tribal Council	mdp.39015041788319	045
-1	195	195	PRON	PER	He	mdp.39015041788319	045
-1	198	201	NOM	PER	the Tribal Burial Committee	mdp.39015041788319	045
8	209	210	PROP	GPE	Fort Shantok	mdp.39015041788319	045
-1	212	213	NOM	PER	tribal members	mdp.39015041788319	045
17	219	220	PROP	PER	Courtland Fowler	mdp.39015041788319	045
12	224	224	PROP	PER	Ralph	mdp.39015041788319	045
-1	227	229	NOM	PER	lifetime Tribal Chief	mdp.39015041788319	045
-1	231	231	PRON	PER	His	mdp.39015041788319	045
-1	247	250	NOM	FAC	the Marlborough Arts Commission	mdp.39015041788319	045
9	256	259	PROP	GPE	the Town of Windham	mdp.39015041788319	045
0	261	261	PROP	GPE	Connecticut	mdp.39015041788319	045
-1	263	263	PRON	PER	he	mdp.39015041788319	045
-1	266	272	NOM	PER	Grand Marshal of their 300th birthday parade	mdp.39015041788319	045
-1	269	269	PRON	PER	their	mdp.39015041788319	045
1	8	8	PROP	PER	Skinny	mdp.39015053751635	122
2	15	15	PROP	PER	Mack	mdp.39015053751635	122
-1	21	28	NOM	PER	The only African - American on the crew	mdp.39015053751635	122
-1	27	28	NOM	PER	the crew	mdp.39015053751635	122
1	30	30	PROP	PER	Skinny	mdp.39015053751635	122
3	46	46	PROP	PER	Grampa	mdp.39015053751635	122
0	51	51	PRON	PER	my	mdp.39015053751635	122
-1	51	52	NOM	PER	my grandmother	mdp.39015053751635	122
-1	62	62	PRON	PER	his	mdp.39015053751635	122
-1	70	70	PRON	PER	he	mdp.39015053751635	122
1	74	74	PROP	PER	Skinny	mdp.39015053751635	122
-1	76	76	PRON	PER	they	mdp.39015053751635	122
4	85	85	PROP	PER	Wull	mdp.39015053751635	122
-1	87	87	PRON	PER	I	mdp.39015053751635	122
-1	98	98	PRON	PER	You	mdp.39015053751635	122
-1	106	106	PRON	PER	me	mdp.39015053751635	122
0	13	13	PROP	PER	Mac	wu.89060396363	128
0	15	15	PROP	PER	Mac	wu.89060396363	128
-1	4	7	NOM	FAC	prisons with invisible walls	pst.000032468786	170
-1	10	17	NOM	PER	federal officials who controlled Indian lives and money	pst.000032468786	170
-1	22	22	PRON	PER	she	pst.000032468786	170
1	24	24	PROP	PER	Raymond	pst.000032468786	170
-1	27	27	PRON	PER	their	pst.000032468786	170
-1	27	29	NOM	ORG	their own organization	pst.000032468786	170
-1	31	38	NOM	PER	the National Council of American Indians ( NCAI	pst.000032468786	170
0	38	38	PROP	GPE	NCAI	pst.000032468786	170
-1	44	44	NOM	PER	Indians	pst.000032468786	170
-1	52	52	NOM	PER	politicians	pst.000032468786	170
-1	55	55	PRON	PER	them	pst.000032468786	170
-1	3	3	PRON	PER	he	wu.89060396363	117
-1	8	8	PRON	PER	He	wu.89060396363	117
-1	33	33	PRON	PER	we	wu.89060396363	117
-1	36	39	NOM	LOC	the Jumping Caribou country	wu.89060396363	117
-1	47	47	PRON	PER	he	wu.89060396363	117
2	3	3	PROP	PER	Sachems	mdp.39015041788319	042
-1	15	16	NOM	PER	the Tribe	mdp.39015041788319	042
-1	19	19	PRON	PER	their	mdp.39015041788319	042
3	26	28	PROP	PER	historian John Deforest	mdp.39015041788319	042
-1	30	30	PRON	PER	his	mdp.39015041788319	042
-1	33	36	NOM	PER	the colony's - puppet	mdp.39015041788319	042
4	38	41	PROP	PER	Mohegan Ben Uncas III	mdp.39015041788319	042
5	44	45	PROP	PER	Isaiah Uncas	mdp.39015041788319	042
-1	47	47	PRON	PER	they	mdp.39015041788319	042
6	57	58	PROP	PER	the Mohegans	mdp.39015041788319	042
-1	60	61	NOM	GPE	the colony	mdp.39015041788319	042
5	65	66	PROP	PER	Isaiah Uncas	mdp.39015041788319	042
-1	73	73	PRON	PER	him	mdp.39015041788319	042
-1	79	82	NOM	PER	the Ben Uncas family	mdp.39015041788319	042
3	85	85	PROP	PER	John	mdp.39015041788319	042
-1	87	89	NOM	PER	the rival pretender	mdp.39015041788319	042
-1	92	94	NOM	PER	any other person	mdp.39015041788319	042
-1	104	105	NOM	GPE	the colony	mdp.39015041788319	042
3	111	112	PROP	PER	57a Deforest	mdp.39015041788319	042
4	119	120	PROP	PER	Ben Uncas	mdp.39015041788319	042
-1	126	127	NOM	PER	the Tribe	mdp.39015041788319	042
-1	133	133	PRON	PER	him	mdp.39015041788319	042
-1	135	139	NOM	PER	A mixed audience of English	mdp.39015041788319	042
6	142	142	PROP	PER	Mohegans	mdp.39015041788319	042
-1	148	149	NOM	PER	other tribes	mdp.39015041788319	042
-1	160	165	NOM	PER	a sincere friend of the nation	mdp.39015041788319	042
-1	164	165	NOM	GPE	the nation	mdp.39015041788319	042
-1	167	173	NOM	PER	the Rev. David Jewit of New London	mdp.39015041788319	042
0	172	173	PROP	GPE	New London	mdp.39015041788319	042
7	181	182	PROP	PER	Samson Occum	mdp.39015041788319	042
-1	196	196	PRON	PER	his	mdp.39015041788319	042
-1	206	206	PRON	PER	him	mdp.39015041788319	042
-1	216	217	NOM	PER	some tribespeople	mdp.39015041788319	042
4	219	220	PROP	PER	Ben Uncas	mdp.39015041788319	042
-1	223	227	NOM	FAC	the Royal Mohegan Burial ground	mdp.39015041788319	042
1	229	229	PROP	GPE	Norwich	mdp.39015041788319	042
-1	232	232	PRON	PER	they	mdp.39015041788319	042
-1	234	234	PRON	PER	his	mdp.39015041788319	042
4	240	241	PROP	PER	Ben Uncas	mdp.39015041788319	042
-1	245	245	PRON	PER	his	mdp.39015041788319	042
-1	245	246	NOM	PER	his son	mdp.39015041788319	042
5	247	248	PROP	PER	Isaiah Uncas	mdp.39015041788319	042
8	253	253	PROP	PER	Sachem	mdp.39015041788319	042
-1	255	256	NOM	GPE	the colony	mdp.39015041788319	042
-1	258	258	PRON	PER	he	mdp.39015041788319	042
9	268	269	PROP	PER	Noah Uncas	mdp.39015041788319	042
-1	276	283	NOM	PER	the last lineal descendant of the original Uncas	mdp.39015041788319	042
-1	281	283	NOM	PER	the original Uncas	mdp.39015041788319	042
-1	286	286	PRON	PER	his	mdp.39015041788319	042
10	289	290	PROP	PER	Zachary Johnson	mdp.39015041788319	042
-1	293	293	PRON	PER	his	mdp.39015041788319	042
-1	293	294	NOM	PER	his regent	mdp.39015041788319	042
0	0	0	PRON	PER	I	uc1.32106006887498	099
-1	3	5	NOM	PER	the white people	uc1.32106006887498	099
0	7	7	PRON	PER	I	uc1.32106006887498	099
-1	10	12	NOM	PER	the Black people	uc1.32106006887498	099
-1	14	15	NOM	PER	The whites	uc1.32106006887498	099
-1	18	18	NOM	VEH	cars	uc1.32106006887498	099
3	20	21	PROP	PER	the Blacks	uc1.32106006887498	099
0	25	25	PRON	PER	I	uc1.32106006887498	099
0	33	33	PRON	PER	I	uc1.32106006887498	099
-1	36	38	NOM	FAC	the ranchstyle homes	uc1.32106006887498	099
4	40	40	PROP	PER	Marion	uc1.32106006887498	099
-1	43	45	NOM	GPE	a clean town	uc1.32106006887498	099
0	47	47	PRON	PER	I	uc1.32106006887498	099
-1	56	56	PRON	PER	We	uc1.32106006887498	099
-1	59	59	PRON	PER	our	uc1.32106006887498	099
-1	72	77	NOM	LOC	the far end of the lake	uc1.32106006887498	099
-1	76	77	NOM	LOC	the lake	uc1.32106006887498	099
5	86	86	PROP	PER	Jackson	uc1.32106006887498	099
1	89	90	PROP	GPE	east Texas	uc1.32106006887498	099
2	95	97	PROP	GPE	Alabama - Coushatta	uc1.32106006887498	099
-1	104	104	PRON	PER	We	uc1.32106006887498	099
-1	109	109	PRON	PER	he	uc1.32106006887498	099
6	121	121	PROP	PER	Schlitz	uc1.32106006887498	099
-1	5	5	PRON	PER	his	uva.x000083545	206
-1	5	6	NOM	PER	his brother	uva.x000083545	206
-1	21	21	PRON	PER	he	uva.x000083545	206
-1	27	28	NOM	PER	the Maestro	uva.x000083545	206
0	35	35	PROP	PER	Refugio	uva.x000083545	206
-1	52	52	PRON	PER	he	uva.x000083545	206
-1	54	54	PRON	PER	his	uva.x000083545	206
-1	68	69	NOM	PER	this brother	uva.x000083545	206
8	0	1	PROP	PER	David Fowler	mdp.39015041788319	021
-1	4	7	NOM	FAC	the ) first house	mdp.39015041788319	021
0	10	12	PROP	FAC	1117185 Occums Company	mdp.39015041788319	021
-1	17	20	NOM	ORG	a Government named Brothertown	mdp.39015041788319	021
1	20	20	PROP	GPE	Brothertown	mdp.39015041788319	021
9	22	25	PROP	PER	Jacob FowlerClerk Roger Wamby	mdp.39015041788319	021
8	27	28	PROP	PER	David Fowler	mdp.39015041788319	021
10	30	31	PROP	PER	Elijah Wampey	mdp.39015041788319	021
11	33	34	PROP	PER	John Fuhy	mdp.39015041788319	021
12	36	37	PROP	PER	Abraham Simon	mdp.39015041788319	021
-1	39	39	NOM	PER	trustees	mdp.39015041788319	021
13	49	49	PROP	PER	Whites	mdp.39015041788319	021
-1	51	51	NOM	PER	Indians	mdp.39015041788319	021
2	54	55	PROP	GPE	Brothertown Wisconsin	mdp.39015041788319	021
-1	58	58	PRON	PER	their	mdp.39015041788319	021
3	62	64	PROP	GPE	New York State	mdp.39015041788319	021
14	78	78	PROP	PER	Occum	mdp.39015041788319	021
15	88	89	PROP	PER	the Mohegans	mdp.39015041788319	021
-1	92	93	NOM	PER	the colonists	mdp.39015041788319	021
-1	95	96	NOM	PER	the Crown	mdp.39015041788319	021
-1	98	101	NOM	PER	The following tribal members	mdp.39015041788319	021
-1	107	108	NOM	PER	the patriots	mdp.39015041788319	021
16	110	111	PROP	PER	William Johnson	mdp.39015041788319	021
17	113	114	PROP	PER	Joseph Johnson	mdp.39015041788319	021
18	116	117	PROP	PER	Zachary Johnson	mdp.39015041788319	021
14	119	120	PROP	PER	Jonathan Occum	mdp.39015041788319	021
19	122	123	PROP	PER	David Occum	mdp.39015041788319	021
20	125	126	PROP	PER	Samuel Ashbow	mdp.39015041788319	021
21	128	129	PROP	PER	Robert Ashbow	mdp.39015041788319	021
-1	136	137	NOM	PER	Ashbow brothers	mdp.39015041788319	021
22	139	140	PROP	PER	Daniel Congdon	mdp.39015041788319	021
23	142	143	PROP	PER	John Congdon	mdp.39015041788319	021
24	145	146	PROP	PER	Noah Uncas	mdp.39015041788319	021
25	148	149	PROP	PER	John Tantaquidgeon	mdp.39015041788319	021
26	151	152	PROP	PER	David Tantaquidgeon	mdp.39015041788319	021
27	154	155	PROP	PER	Cesar Bohema	mdp.39015041788319	021
28	157	158	PROP	PER	Peter Teecomwas	mdp.39015041788319	021
29	160	161	PROP	PER	William Shantup	mdp.39015041788319	021
30	164	165	PROP	PER	Simon Choychoy	mdp.39015041788319	021
1	175	175	PROP	GPE	Brothertown	mdp.39015041788319	021
31	181	181	PROP	PER	Mohegan	mdp.39015041788319	021
-1	213	215	NOM	PER	European animal husbandry	mdp.39015041788319	021
15	220	220	PROP	PER	Mohegans	mdp.39015041788319	021
-1	222	223	NOM	GPE	the colony	mdp.39015041788319	021
-1	228	228	PRON	PER	their	mdp.39015041788319	021
-1	236	236	NOM	PER	tribespeople	mdp.39015041788319	021
-1	249	255	NOM	PER	tribal leaders Henry Quaquaquid and Robert Ashpo	mdp.39015041788319	021
32	251	252	PROP	PER	Henry Quaquaquid	mdp.39015041788319	021
33	254	255	PROP	PER	Robert Ashpo	mdp.39015041788319	021
-1	268	269	NOM	GPE	the colony	mdp.39015041788319	021
34	292	293	PROP	PER	Frances Jennings	mdp.39015041788319	021
35	297	298	PROP	PER	William Cronin	mdp.39015041788319	021
-1	302	303	NOM	LOC	the Land	mdp.39015041788319	021
-1	305	305	NOM	PER	Indians	mdp.39015041788319	021
-1	307	307	NOM	PER	Colonists	mdp.39015041788319	021
4	310	314	PROP	LOC	the Ecology of New England	mdp.39015041788319	021
5	313	314	PROP	GPE	New England	mdp.39015041788319	021
6	316	317	PROP	GPE	New York	mdp.39015041788319	021
7	319	319	PROP	GPE	Hill	mdp.39015041788319	021
-1	0	1	NOM	PER	The complainer	mdp.39015040730916	056
0	5	5	PRON	PER	I	mdp.39015040730916	056
0	13	13	PRON	PER	my	mdp.39015040730916	056
-1	13	14	NOM	PER	my husband	mdp.39015040730916	056
0	16	16	PRON	PER	me	mdp.39015040730916	056
-1	17	17	NOM	FAC	home	mdp.39015040730916	056
0	19	19	PRON	PER	I	mdp.39015040730916	056
-1	21	21	NOM	PER	Arabs	mdp.39015040730916	056
0	23	23	PRON	PER	I	mdp.39015040730916	056
-1	25	26	NOM	PER	the victim	mdp.39015040730916	056
